AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,CODINFOR,UBIGEO,DOMINIO,ESTRATO,P48,P49,P50,P51,P51C,P52C,P52,P53,P54,P55,P55C,FACTOR07
2008,10,0185,011,11,01,01,021808,2,5,0,111,1,1,15,971,0,111,5,1,15,384.42
2008,10,0185,022,11,01,01,021808,2,5,0,111,4,6, , ,3, , , , ,384.42
2008,10,0185,033,11,01,01,021808,2,5,0,130,2,1,12,971,0,130,5,1,12,384.42
2008,10,0185,045,11,02,02,021808,2,5,0,111,4,1,12,971,0,111,4,1,12,384.42
2008,10,0185,067,11,02,02,021808,2,5,0,111,4,6, , ,3, , , , ,384.42
2008,10,0185,103,11,02,02,021808,2,5,0,130,1,1,9,971,0,130,5,1,9,384.42
2008,11,0190,011,11,01,01,021101,2,5,0,130,4,2,30, ,3, , , , ,256.29
2008,11,0190,044,12,02,02,021101,2,5,0,130,1,1,5, ,3, , , , ,256.29
2008,11,0190,044,22,01,01,021101,2,5,0,111,1,1,7, ,3, , , , ,256.29
2008,11,0190,062,11,02,02,021101,2,5,0,5259,2,1,3, ,3, , , , ,256.29
2008,11,0190,076,11,01,01,021101,2,5,1, , , , , ,2, , , , ,256.29
2008,11,0190,097,11,01,01,021101,2,5,1, , , , ,615,0,130,1,1,6,256.29
2008,10,0195,017,11,01,01,021405,2,7,1, , , , ,942,0,9301,2,1,1,313.89
2008,10,0195,020,11,01,01,021405,2,7,0,130,1,1,5,971,0,130,5,1,5,313.89
2008,10,0195,021,11,01,01,021405,2,7,0,130,2,1,4,971,0,130,5,1,4,313.89
2008,10,0195,072,11,01,01,021405,2,7,0,130,2,1,3,971,0,130,5,1,3,313.89
2008,10,0195,073,11,01,01,021405,2,7,2, , , , , ,2, , , , ,313.89
2008,10,0195,074,11,02,02,021405,2,7,0,130,2,1,4,971,0,130,5,1,4,313.89
2008,10,0195,077,11,01,00,021405,2,7, , , , , , , , , , , ,313.89
2008,10,0195,078,11,02,02,021405,2,7,0,111,4,1,5, ,3, , , , ,313.89
2008,10,0197,007,11,01,01,021201,5,5,0,4010,4,1,3, ,3, , , , ,560.61
2008,10,0197,033,11,01,01,021201,5,5,0,4520,2,1,20,911,0,5259,2,1,1,560.61
2008,10,0197,047,11,02,02,021201,5,5,0,6023,2,1,1, ,3, , , , ,560.61
2008,10,0197,073,11,01,01,021201,5,5,0,500,4,4,200,942,0,9301,2,1,1,560.61
2008,10,0197,083,11,01,01,021201,5,5,0,130,2,1,3, ,3, , , , ,560.61
2008,10,0197,107,11,01,01,021201,5,5,0,130,2,1,9,971,0,130,5,1,9,560.61
2008,10,0212,001,11,01,01,021007,5,6,0,130,2,1,1, ,3, , , , ,239.27
2008,10,0212,010,11,01,01,021007,5,6,0,130,2,1,4, ,3, , , , ,239.27
2008,10,0212,019,11,01,01,021007,5,6,0,130,2,1,7,971,0,130,5,1,7,239.27
2008,10,0212,037,11,01,01,021007,5,6,0,130,4,1,10, ,3, , , , ,239.27
2008,10,0212,049,11,01,01,021007,5,6,1, , , , ,615,0,130,2,1,2,239.27
2008,10,0212,058,11,02,02,021007,5,6,0,111,4,1,6,615,0,130,2,1,2,239.27
2008,10,0212,086,11,01,01,021007,5,6,0,130,2,1,4,572,0,5211,2,1,4,239.27
2008,10,0212,106,11,02,02,021007,5,6,0,130,2,1,3, ,3, , , , ,239.27
2008,11,0213,019,11,02,02,021703,5,6,0,130,2,1,2,971,0,130,5,1,2,239.27
2008,11,0213,030,11,02,02,021703,5,6,9, , , , , ,9, , , , ,239.27
2008,11,0213,046,11,01,01,021703,5,6,1, , , , ,615,0,130,2,1,4,239.27
2008,11,0213,053,11,01,01,021703,5,6,0,130,2,1,7,971,0,130,5,1,7,239.27
2008,11,0213,063,11,01,01,021703,5,6,0,130,2,1,6,971,0,130,5,1,6,239.27
2008,11,0213,085,11,01,01,021703,5,6,0,1721,2,1,1, ,3, , , , ,239.27
2008,11,0213,094,11,01,01,021703,5,6,0,130,2,1,10,971,0,130,5,1,10,239.27
2008,11,0213,109,11,01,01,021703,5,6,0,130,2,1,3,971,0,130,5,1,3,239.27
2008,12,0214,007,11,01,01,020505,5,6,0,130,2,1,6,971,0,130,5,1,6,239.27
2008,12,0214,025,11,02,02,020505,5,6,0,130,2,1,4,971,0,130,5,1,4,239.27
2008,12,0214,034,11,01,01,020505,5,6,0,130,2,1,8,971,0,130,5,1,8,239.27
2008,12,0214,044,11,01,01,020505,5,6,0,130,2,1,4,971,0,130,5,1,4,239.27
2008,12,0214,056,11,01,01,020505,5,6,0,130,2,1,14,971,0,130,5,1,14,239.27
2008,12,0214,065,11,01,01,020505,5,6,0,130,2,1,4,971,0,130,5,1,4,239.27
2008,12,0214,086,11,01,01,020505,5,6,0,130,2,1,5,971,0,130,5,1,5,239.27
2008,12,0214,119,11,01,01,020505,5,6,0,130,2,1,4,971,0,130,5,1,4,239.27
2008,10,0224,012,11,02,02,021601,5,7,0,130,2,1,2,971,0,130,5,1,2,253.34
2008,10,0224,014,11,01,01,021601,5,7,0,130,2,1,6,971,0,130,5,1,6,253.34
2008,10,0224,015,11,01,01,021601,5,7,0,130,2,1,5,971,0,130,5,1,5,253.34
2008,10,0224,066,11,01,00,021601,5,7, , , , , , , , , , , ,253.34
2008,10,0224,067,11,01,01,021601,5,7,0,130,2,1,12,971,0,130,5,1,12,253.34
2008,10,0224,068,11,01,01,021601,5,7,0,7511,4,5,1000,941,0,9500,6,1,2,253.34
2008,10,0224,070,11,02,02,021601,5,7,0,130,2,1,5,971,0,130,5,1,5,253.34
2008,10,0224,072,11,01,01,021601,5,7,0,130,4,1,5,971,0,130,5,1,3,253.34
2008,11,0225,017,11,01,01,021302,5,7,1, , , , ,615,0,111,2,1,2,253.34
2008,11,0225,019,11,02,02,021302,5,7,0,130,1,1,3,971,0,130,5,1,3,253.34
2008,11,0225,021,11,01,01,021302,5,7,0,130,2,1,4,971,0,130,5,1,4,253.34
2008,11,0225,058,11,01,01,021302,5,7,0,130,2,1,2, ,1, , , , ,253.34
2008,11,0225,061,11,01,01,021302,5,7,0,130,1,1,5,971,0,130,5,1,5,253.34
2008,11,0225,065,11,02,02,021302,5,7,0,111,2,1,2, ,3, , , , ,253.34
2008,11,0225,067,11,02,02,021302,5,7,0,111,2,1,3,971,0,111,5,1,3,253.34
2008,11,0225,069,11,02,02,021302,5,7,1, , , , , ,3, , , , ,253.34
2008,12,0226,009,11,01,01,021306,5,7,0,111,2,1,3, ,3, , , , ,253.34
2008,12,0226,010,11,01,01,021306,5,7,0,130,2,1,4,971,0,130,5,1,4,253.34
2008,12,0226,011,11,02,02,021306,5,7,0,130,2,1,3,971,0,130,5,1,3,253.34
2008,12,0226,012,11,01,01,021306,5,7,0,130,2,1,3,971,0,130,5,1,3,253.34
2008,12,0226,051,11,01,01,021306,5,7,0,130,2,1,6,971,0,130,5,1,6,253.34
2008,12,0226,052,11,01,01,021306,5,7,0,130,2,1,4,971,0,130,5,1,4,253.34
2008,12,0226,053,11,01,01,021306,5,7,0,130,2,1,9,971,0,130,5,1,9,253.34
2008,12,0226,054,11,01,01,021306,5,7,2, , , , ,971,0,130,5,1,13,253.34
2008,10,0236,001,11,01,01,020606,5,7,0,130,2,1,6,971,0,130,5,1,6,253.34
2008,10,0236,002,11,01,01,020606,5,7,0,130,2,1,3, ,2, , , , ,253.34
2008,10,0236,004,11,01,01,020606,5,7,0,130,2,1,3,971,0,130,5,1,3,253.34
2008,10,0236,022,11,01,01,020606,5,7,0,0,2,1,4,0,0,0,5,1,4,253.34
2008,10,0236,023,11,01,01,020606,5,7,0,130,2,1,5,971,0,130,5,1,5,253.34
2008,10,0236,024,11,01,01,020606,5,7,2, , , , ,971,0,130,5,1,2,253.34
2008,10,0236,026,11,01,01,020606,5,7,0,130,2,1,2,971,0,130,5,1,2,253.34
2008,11,0237,019,11,01,01,020402,5,7,1, , , , , ,1, , , , ,253.34
2008,11,0237,020,11,01,01,020402,5,7,1, , , , ,615,0,130,2,1,4,253.34
2008,11,0237,023,11,02,02,020402,5,7,0,130,2,1,3,971,0,130,5,1,3,253.34
2008,11,0237,066,11,02,02,020402,5,7,0,130,2,1,3,942,0,9301,2,1,1,253.34
2008,11,0237,068,11,01,01,020402,5,7,3, , , , ,615,0,130,2,1,3,253.34
2008,11,0237,070,11,01,01,020402,5,7,1,130, , , ,615,0,130,2,1,1,253.34
2008,11,0237,071,11,01,01,020402,5,7,0,5259,1,1,5,572,0,5211,2,1,2,253.34
2008,11,0237,073,11,02,02,020402,5,7,0,130,2,1,2,971,0,130,5,1,2,253.34
2008,12,0238,009,11,02,02,020701,5,7,0,130,2,1,6,971,0,130,5,1,6,253.34
2008,12,0238,011,11,01,01,020701,5,7,0,130,2,1,4,971,0,130,5,1,4,253.34
2008,12,0238,012,11,01,01,020701,5,7,0,130,2,1,3,971,0,130,5,1,3,253.34
2008,12,0238,013,11,01,01,020701,5,7,0,130,2,1,6,971,0,130,5,1,6,253.34
2008,12,0238,074,11,02,02,020701,5,7,1, , , , ,615,0,130,2,1,3,253.34
2008,12,0238,075,11,01,01,020701,5,7,0,130,2,1,4,971,0,130,5,1,4,253.34
2008,12,0238,076,11,02,02,020701,5,7,0,130,2,1,3,971,0,130,5,1,3,253.34
2008,12,0238,077,11,02,02,020701,5,7,0,130,2,1,9,971,0,130,5,1,9,253.34
2008,10,0248,013,11,01,01,021909,5,8,0,130,2,1,4,971,0,130,5,1,4,253.34
2008,10,0248,014,11,01,01,021909,5,8,0,130,2,1,3, ,1, , , , ,253.34
2008,10,0248,015,11,01,01,021909,5,8,0,130,2,1,5,971,0,130,5,1,5,253.34
2008,10,0248,016,11,01,01,021909,5,8,0,130,4,4,200, ,3, , , , ,253.34
2008,10,0248,037,11,01,01,021909,5,8,0,130,2,1,1,621,0,121,2,1,2,253.34
2008,10,0248,038,11,02,02,021909,5,8,1, , , , ,615,0,130,2,1,5,253.34
2008,10,0248,039,11,01,01,021909,5,8,1, , , , , ,1, , , , ,253.34
2008,10,0248,040,11,01,01,021909,5,8,0,130,4,2,40, ,3, , , , ,253.34
2008,11,0249,009,11,01,01,021603,5,8,0,130,1,1,15,971,0,130,5,1,15,253.34
2008,11,0249,011,11,01,01,021603,5,8,0,130,2,1,3,971,0,130,5,1,3,253.34
2008,11,0249,064,11,01,01,021603,5,8,0,130,2,1,4,971,0,130,5,1,4,253.34
2008,11,0249,065,11,01,01,021603,5,8,0,130,2,1,2,971,0,130,5,1,2,253.34
2008,11,0249,066,11,01,01,021603,5,8,1, , , , ,615,0,130,2,1,3,253.34
2008,11,0249,067,11,01,01,021603,5,8,0,130,1,1,15,971,0,130,5,1,15,253.34
2008,12,0250,001,11,01,01,021301,5,8,1, , , , ,615,0,130,2,1,5,253.34
2008,12,0250,002,11,01,01,021301,5,8,0,130,2,1,3,971,0,130,5,1,3,253.34
2008,12,0250,004,11,01,01,021301,5,8,1, , , , ,615,0,130,2,1,3,253.34
2008,12,0250,022,11,02,02,021301,5,8,0,130,2,1,4,971,0,130,5,1,4,253.34
2008,12,0250,026,11,01,01,021301,5,8,1, , , , ,615,0,130,2,1,5,253.34
2008,12,0250,027,11,01,01,021301,5,8,0,130,2,1,3,971,0,130,5,1,3,253.34
2008,12,0250,050,11,01,01,021301,5,8,1, , , , ,615,0,130,2,1,4,253.34
2008,11,0257,006,11,02,02,030101,6,3,1, , , , , ,1, , , , ,159.83
2008,11,0257,035,11,01,01,030101,6,3,0,130,2,1,5,971,0,130,5,1,5,159.83
2008,11,0257,047,11,01,01,030101,6,3,0,130,4,1,11,971,0,130,5,1,4,159.83
2008,11,0257,072,11,01,00,030101,6,3, , , , , , , , , , , ,159.83
2008,11,0257,086,11,02,02,030101,6,3,9, , , , , ,9, , , , ,159.83
2008,11,0257,112,11,01,01,030101,6,3,0,3610,1,1,4,911,0,5259,2,1,1,159.83
2008,12,0258,003,11,01,01,030101,6,3,0,130,2,1,5,971,0,130,5,1,5,159.83
2008,12,0258,028,11,01,01,030101,6,3,0,6592,3,5,1000, ,3, , , , ,159.83
2008,12,0258,041,11,01,01,030101,6,3,0,130,2,1,6,971,0,130,5,1,6,159.83
2008,12,0258,066,11,01,01,030101,6,3,0,6023,4,1,3,574,0,5252,2,1,1,159.83
2008,12,0258,104,11,01,01,030101,6,3,0,130,2,1,6,971,0,130,5,1,6,159.83
2008,10,0267,006,11,01,01,030101,6,3,0,111,2,1,5,971,0,111,5,1,5,159.83
2008,10,0267,030,11,01,00,030101,6,3, , , , , , , , , , , ,159.83
2008,10,0267,042,11,01,01,030101,6,3,0,130,2,1,4,971,0,130,5,1,4,159.83
2008,10,0267,067,11,01,00,030101,6,3, , , , , , , , , , , ,159.83
2008,10,0267,105,11,01,01,030101,6,3,0,130,2,1,5,971,0,130,5,1,5,159.83
2008,12,0268,006,11,01,01,030101,6,3,0,130,2,1,6,971,0,130,5,1,6,159.83
2008,12,0268,019,11,01,01,030101,6,3,0,8021,3,5,5000,243,0,8010,3,5,5000,159.83
2008,12,0268,058,11,01,01,030101,6,3,0,8021,3,1,15, ,3, , , , ,159.83
2008,12,0268,071,11,01,01,030101,6,3,1, , , , ,615,0,130,2,1,1,159.83
2008,12,0268,084,11,01,01,030101,6,3,0,5259,1,1,6,971,0,5259,5,1,6,159.83
2008,12,0268,110,11,01,01,030101,6,3,0,1810,2,1,4, ,3, , , , ,159.83
2008,11,0277,038,11,01,01,030201,6,4,0,130,2,1,5,971,0,130,5,1,5,185.4
2008,11,0277,064,11,01,01,030201,6,4,0,5234,2,1,8,945,0,5234,5,1,8,185.4
2008,11,0277,102,11,01,01,030201,6,4,0,8010,3,5,1000,615,0,130,2,1,3,185.4
2008,11,0277,116,11,01,01,030201,6,4,0,1810,2,1,3, ,1, , , , ,185.4
2008,10,0278,011,11,01,01,030201,6,4,0,130,4,1,15,971,0,130,4,1,15,185.4
2008,10,0278,025,11,01,01,030201,6,4,1, , , , , ,1, , , , ,185.4
2008,10,0278,041,11,01,01,030201,6,4,0,130,2,1,6,971,0,130,5,1,6,185.4
2008,10,0278,055,11,01,01,030201,6,4,0,130,2,1,7,971,0,130,5,1,7,185.4
2008,10,0278,083,11,01,01,030201,6,4,0,130,2,1,6,971,0,121,5,1,6,185.4
2008,10,0278,097,11,02,02,030201,6,4,0,5260,2,1,1,615,0,130,2,1,6,185.4
2008,12,0279,005,11,01,01,030201,6,4,0,130,2,1,6,971,0,130,5,1,6,185.4
2008,12,0279,023,11,01,01,030201,6,4,0,3610,4,1,5, ,3, , , , ,185.4
2008,12,0279,033,11,01,01,030201,6,4,0,113,4,4,350,615,0,130,2,1,6,185.4
2008,12,0279,048,11,01,01,030201,6,4,0,130,2,1,6,971,0,130,5,1,6,185.4
2008,12,0279,058,11,02,02,030201,6,4,1, , , , ,615,0,130,2,1,3,185.4
2008,12,0279,074,11,01,01,030201,6,4,0,130,2,1,5,971,0,130,5,1,5,185.4
2008,11,0284,014,11,01,01,030602,6,5,1, , , , , ,1, , , , ,293.82
2008,11,0284,027,11,01,01,030602,6,5,0,4520,2,1,1,971,0,130,5,1,5,293.82
2008,11,0284,035,11,01,01,030602,6,5,0,4520,1,1,6,615,0,130,2,1,4,293.82
2008,11,0284,061,11,01,01,030602,6,5,0,130,4,1,12, ,1, , , , ,293.82
2008,11,0284,070,11,01,01,030602,6,5,0,130,2,1,10,971,0,130,5,1,10,293.82
2008,11,0284,087,11,01,01,030602,6,5,1, , , , ,615,0,130,2,1,6,293.82
2008,10,0297,008,11,01,01,030403,6,6,1, , , , ,615,0,130,2,1,3,150.34
2008,10,0297,015,11,01,01,030403,6,6,0,130,2,1,6,971,0,130,5,1,6,150.34
2008,10,0297,024,11,01,01,030403,6,6,0,130,2,1,5,971,0,130,5,1,5,150.34
2008,10,0297,029,11,01,01,030403,6,6,1, , , , ,615,0,130,2,1,3,150.34
2008,10,0297,046,11,01,01,030403,6,6,0,130,2,1,5,971,0,130,5,1,5,150.34
2008,10,0297,064,11,01,01,030403,6,6,0,130,2,1,4,971,0,130,5,1,4,150.34
2008,10,0297,077,11,02,02,030403,6,6,9, , , , , ,9, , , , ,150.34
2008,10,0297,082,11,02,02,030403,6,6,9, , , , , ,9, , , , ,150.34
2008,11,0298,007,11,01,01,030307,6,6,0,130,2,1,8,971,0,130,5,1,8,150.34
2008,11,0298,017,11,01,01,030307,6,6,0,130,2,1,8,971,0,130,5,1,8,150.34
2008,11,0298,024,11,01,01,030307,6,6,0,130,2,1,8,971,0,130,5,1,8,150.34
2008,11,0298,032,11,01,01,030307,6,6,1, , , , ,615,0,130,2,1,5,150.34
2008,11,0298,047,11,02,02,030307,6,6,9, , , , , ,9, , , , ,150.34
2008,11,0298,055,11,01,01,030307,6,6,1, , , , ,615,0,130,2,1,4,150.34
2008,11,0298,085,11,01,01,030307,6,6,0,5220,2,1,4,945,0,5220,5,1,4,150.34
2008,11,0298,102,11,01,01,030307,6,6,0,130,2,1,8,971,0,130,5,1,8,150.34
2008,12,0299,006,11,01,01,030301,6,6,0,130,2,1,6,971,0,130,5,1,6,150.34
2008,12,0299,012,11,01,01,030301,6,6,1, , , , ,615,0,130,2,1,5,150.34
2008,12,0299,024,11,01,01,030301,6,6,0,8021,3,5,1000, ,3, , , , ,150.34
2008,12,0299,032,11,01,01,030301,6,6,0,130,2,1,7,971,0,130,5,1,7,150.34
2008,12,0299,044,11,01,01,030301,6,6,0,130,4,1,4, ,1, , , , ,150.34
2008,12,0299,078,11,01,01,030301,6,6,1, , , , ,615,0,130,2,1,4,150.34
2008,12,0299,083,11,01,01,030301,6,6,0,130,2,1,4,971,0,130,5,1,4,150.34
2008,12,0299,104,11,01,01,030301,6,6,1, , , , ,615,0,130,2,1,2,150.34
2008,10,0309,023,11,01,01,030603,6,7,1, , , , ,615,0,130,2,1,5,156.36
2008,10,0309,025,11,01,01,030603,6,7,0,111,2,1,3, ,3, , , , ,156.36
2008,10,0309,026,11,01,01,030603,6,7,1, , , , , ,1, , , , ,156.36
2008,10,0309,028,11,01,01,030603,6,7,1, , , , ,615,0,130,2,1,3,156.36
2008,10,0309,069,11,01,01,030603,6,7,0,130,2,1,4,971,0,130,5,1,4,156.36
2008,10,0309,070,11,02,02,030603,6,7,0,130,2,1,3,971,0,130,5,1,3,156.36
2008,10,0309,073,11,01,01,030603,6,7,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,10,0309,074,11,01,01,030603,6,7,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,11,0310,004,11,01,01,030202,6,7,0,130,2,1,5,971,0,130,5,1,5,156.36
2008,11,0310,005,11,01,01,030202,6,7,0,4520,2,1,1,971,0,130,5,1,5,156.36
2008,11,0310,006,11,01,01,030202,6,7,0,130,2,1,3,971,0,130,5,1,3,156.36
2008,11,0310,027,11,01,01,030202,6,7,0,130,2,1,4,971,0,130,5,1,4,156.36
2008,11,0310,029,11,01,01,030202,6,7,0,130,2,1,4, ,1, , , , ,156.36
2008,11,0310,030,11,01,01,030202,6,7,0,130,2,1,5,615,0,130,5,1,5,156.36
2008,11,0310,060,11,01,01,030202,6,7,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,12,0311,011,11,01,01,030202,6,7,0,130,2,1,5,971,0,130,5,1,5,156.36
2008,12,0311,014,11,01,01,030202,6,7,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,12,0311,015,11,01,01,030202,6,7,0,130,2,1,4,971,0,130,5,1,4,156.36
2008,12,0311,016,11,01,01,030202,6,7,1, , , , ,615,0,130,2,1,2,156.36
2008,12,0311,062,11,01,01,030202,6,7,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,12,0311,064,11,01,01,030202,6,7,0,130,2,1,10,971,0,130,5,1,10,156.36
2008,12,0311,068,11,01,01,030202,6,7,1, , , , ,615,0,130,5,1,4,156.36
2008,10,0315,012,11,01,01,030213,6,7,0,130,2,1,5,971,0,130,5,1,5,156.36
2008,10,0315,013,11,01,01,030213,6,7,1, , , , , ,1, , , , ,156.36
2008,10,0315,016,11,01,01,030213,6,7,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,10,0315,021,11,01,01,030213,6,7,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,10,0315,063,11,01,01,030213,6,7,0,130,2,1,5,971,0,130,5,1,5,156.36
2008,10,0315,065,11,01,01,030213,6,7,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,10,0315,066,11,01,01,030213,6,7,0,130,1,3,100,571,0,5122,4,6, ,156.36
2008,10,0315,067,11,01,01,030213,6,7,0,130,4,1,5,971,0,130,4,1,3,156.36
2008,10,0321,001,11,01,01,030201,6,7,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,10,0321,003,11,01,01,030201,6,7,1, , , , ,615,0,130,2,1,5,156.36
2008,10,0321,004,11,01,01,030201,6,7,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,10,0321,035,11,01,01,030201,6,7,0,130,2,1,5,971,0,130,5,1,5,156.36
2008,10,0321,036,11,01,01,030201,6,7,0,5520,4,1,4, ,3, , , , ,156.36
2008,10,0321,038,11,02,02,030201,6,7,9, , , , , ,9, , , , ,156.36
2008,10,0321,039,11,01,01,030201,6,7,0,130,2,1,5,971,0,130,5,1,5,156.36
2008,11,0322,018,11,01,01,030201,6,7,0,2691,2,1,3,794,0,2691,5,1,3,156.36
2008,11,0322,019,11,01,01,030201,6,7,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,11,0322,020,11,01,01,030201,6,7,1, , , , , ,1, , , , ,156.36
2008,11,0322,021,11,01,01,030201,6,7,1, , , , ,971,0,130,5,1,3,156.36
2008,11,0322,062,11,02,02,030201,6,7,1, , , , ,615,0,130,2,1,3,156.36
2008,11,0322,064,11,02,02,030201,6,7,9, , , , , ,9, , , , ,156.36
2008,11,0322,065,11,02,02,030201,6,7,9, , , , , ,9, , , , ,156.36
2008,11,0322,066,11,01,01,030201,6,7,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,12,0323,023,11,02,02,030205,6,7,9, , , , , ,9, , , , ,156.36
2008,12,0323,024,11,01,01,030205,6,7,0,130,2,1,3, ,1, , , , ,156.36
2008,12,0323,026,11,01,01,030205,6,7,0,130,2,1,4,971,0,130,5,1,4,156.36
2008,12,0323,029,11,01,01,030205,6,7,0,130,2,1,4,971,0,130,5,1,4,156.36
2008,12,0323,101,11,01,01,030205,6,7,0,130,2,1,3,971,0,130,5,1,3,156.36
2008,12,0323,102,11,01,01,030205,6,7,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,12,0323,104,11,02,02,030205,6,7,9, , , , , ,9, , , , ,156.36
2008,12,0323,106,11,01,01,030205,6,7,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,10,0333,008,11,01,01,030409,6,7,1, , , , , ,3, , , , ,156.36
2008,10,0333,009,11,02,02,030409,6,7,0,130,4,1,12, ,1, , , , ,156.36
2008,10,0333,043,11,01,01,030409,6,7,0,1320,4,3,100, ,2, , , , ,156.36
2008,10,0333,047,11,01,01,030409,6,7,0,111,4,3,100,615,0,130,2,1,4,156.36
2008,10,0333,053,11,01,01,030409,6,7,0,130,2,1,5,971,0,130,5,1,5,156.36
2008,10,0333,055,11,01,01,030409,6,7,0,111,4,3,70,615,0,130,2,1,3,156.36
2008,10,0333,099,11,01,01,030409,6,7,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,10,0333,100,11,02,02,030409,6,7,0,130,2,1,3, ,1, , , , ,156.36
2008,11,0334,015,11,01,01,030404,6,7,0,130,2,1,4,971,0,130,5,1,4,156.36
2008,11,0334,016,11,01,01,030404,6,7,0,130,2,1,4,971,0,130,5,1,4,156.36
2008,11,0334,017,11,01,01,030404,6,7,0,130,2,1,5,971,0,121,5,1,5,156.36
2008,11,0334,018,11,01,01,030404,6,7,0,130,2,1,5,971,0,130,5,1,5,156.36
2008,11,0334,063,11,01,01,030404,6,7,0,7522,3,5,9998, ,3, , , , ,156.36
2008,11,0334,064,11,01,01,030404,6,7,1, , , , ,615,0,130,2,1,3,156.36
2008,11,0334,066,11,01,01,030404,6,7,0,130,2,1,4,971,0,130,5,1,4,156.36
2008,11,0334,071,11,01,01,030404,6,7,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,12,0335,022,11,02,02,030407,6,7,1, , , , ,615,0,130,2,1,3,156.36
2008,12,0335,023,11,01,01,030407,6,7,0,130,2,1,8,971,0,130,5,1,8,156.36
2008,12,0335,025,11,02,02,030407,6,7,0,130,2,1,8,971,0,130,5,1,8,156.36
2008,12,0335,028,11,01,01,030407,6,7,0,130,2,1,4,971,0,130,5,1,4,156.36
2008,12,0335,074,11,01,01,030407,6,7,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,12,0335,075,11,01,01,030407,6,7,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,12,0335,078,11,01,01,030407,6,7,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,12,0335,080,11,02,02,030407,6,7,0,5259,1,1,3,971,0,130,5,1,3,156.36
2008,10,0345,014,11,01,01,030608,6,8,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,10,0345,015,11,01,01,030608,6,8,0,130,1,1,4, ,3, , , , ,156.36
2008,10,0345,016,11,01,01,030608,6,8,0,130,2,1,5,971,0,130,5,1,5,156.36
2008,10,0345,018,11,01,01,030608,6,8,0,130,2,1,7,971,0,130,5,1,7,156.36
2008,10,0345,059,11,01,01,030608,6,8,0,111,4,1,12, ,3, , , , ,156.36
2008,10,0345,061,11,01,01,030608,6,8,1, , , , , ,3, , , , ,156.36
2008,10,0345,062,11,01,01,030608,6,8,0,111,4,1,15, ,3, , , , ,156.36
2008,11,0346,005,11,01,01,030213,6,8,0,2693,2,1,7,795,0,2693,5,1,7,156.36
2008,11,0346,006,11,01,01,030213,6,8,2, , , , ,615,0,130,2,1,2,156.36
2008,11,0346,007,11,01,01,030213,6,8,0,130,2,1,4,971,0,130,5,1,4,156.36
2008,11,0346,008,11,01,01,030213,6,8,1, , , , ,615,0,130,2,1,4,156.36
2008,11,0346,073,11,01,01,030213,6,8,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,11,0346,075,11,01,01,030213,6,8,0,130,2,1,7,615,0,130,5,1,7,156.36
2008,11,0346,076,11,01,01,030213,6,8,0,130,2,1,5,971,0,130,5,1,5,156.36
2008,11,0346,078,11,01,01,030213,6,8,0,130,4,1,10, ,3, , , , ,156.36
2008,12,0347,024,11,01,01,030218,6,8,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,12,0347,027,11,01,01,030218,6,8,0,130,2,1,2,971,0,130,5,1,2,156.36
2008,12,0347,087,11,01,01,030218,6,8,0,130,2,1,4,971,0,130,5,1,4,156.36
2008,12,0347,088,11,02,02,030218,6,8,9, , , , , ,9, , , , ,156.36
2008,12,0347,089,11,01,01,030218,6,8,1, , , , ,615,0,130,2,1,2,156.36
2008,12,0347,090,11,01,01,030218,6,8,0,130,2,1,6,971,0,130,5,1,6,156.36
2008,12,0347,092,11,02,02,030218,6,8,0,130,2,1,5,971,0,130,5,1,5,156.36
2008,12,0347,093,11,01,01,030218,6,8,0,130,2,1,4,971,0,130,5,1,4,156.36
2008,11,0353,023,11,01,01,040104,6,1,0,7522,3,5,9998,572,0,5211,2,1,7,491.06
2008,11,0353,034,11,01,01,040104,6,1,1, , , , , ,1, , , , ,491.06
2008,11,0353,060,11,01,01,040104,6,1,0,5122,1,1,3,571,0,5122,5,1,3,491.06
2008,10,0365,005,11,02,02,040101,6,1,0,7523,3,6, , ,3, , , , ,507.83
2008,10,0365,029,11,02,02,040101,6,1,0,8030,3,3,100, ,3, , , , ,507.83
