AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,CODINFOR,UBIGEO,DOMINIO,ESTRATO,P48,P49,P50,P51,P51C,P52C,P52,P53,P54,P55,P55C,FACTOR07
2008,12,1528,031,11,02,02,140101,1,2,0,6023,2,1,1, ,3, , , , ,438.1
2008,12,1528,069,11,02,02,140101,1,2,9, , , , , ,9, , , , ,438.1
2008,12,1528,082,11,01,01,140101,1,2,0,111,3,5,2000,572,0,5211,2,1,7,438.1
2008,12,1528,107,11,01,01,140101,1,2,0,8010,3,5,9998, ,3, , , , ,438.1
2008,11,1538,013,11,01,01,140101,1,2,0,6023,2,1,1, ,3, , , , ,195.54
2008,11,1538,037,11,02,02,140101,1,2,0,6023,2,1,1,242,0,8021,3,5,9998,195.54
2008,11,1538,049,11,01,01,140101,1,2,0,1554,3,4,200, ,3, , , , ,195.54
2008,11,1538,061,11,02,02,140101,1,2,0,6023,3,1,13, ,3, , , , ,195.54
2008,11,1538,073,11,01,01,140101,1,2,0,6420,3,6, ,364,0,1541,1,1,5,195.54
2008,11,1538,085,11,01,01,140101,1,2,0,111,4,5,4000,621,0,122,2,1,4,195.54
2008,12,1539,004,11,01,00,140101,1,2, , , , , , , , , , , ,195.54
2008,12,1539,029,11,01,01,140101,1,2,0,6511,3,6, , ,3, , , , ,195.54
2008,12,1539,056,11,01,01,140101,1,2,1, , , , , ,3, , , , ,195.54
2008,12,1539,081,11,01,01,140101,1,2,0,130,2,1,3,243,0,8010,3,5,9998,195.54
2008,12,1539,108,11,02,02,140101,1,2,0,1542,3,5,1000, ,3, , , , ,195.54
2008,10,1549,017,11,01,01,140105,1,2,1, , , , , ,1, , , , ,195.54
2008,10,1549,029,11,01,01,140105,1,2,0,5211,2,1,3,572,0,5211,5,1,3,195.54
2008,10,1549,042,11,02,02,140105,1,2,2, , , , , ,2, , , , ,195.54
2008,10,1549,057,11,01,01,140105,1,2,0,111,2,1,4,766,0,1541,2,1,6,195.54
2008,10,1549,071,11,01,01,140105,1,2,0,6022,2,1,1,942,0,9301,2,1,1,195.54
2008,10,1549,111,11,01,01,140105,1,2,0,1542,4,2,30,942,0,9301,2,1,2,195.54
2008,11,1550,006,11,02,02,140105,1,2,0,111,3,5,2000, ,1, , , , ,195.54
2008,11,1550,027,11,01,01,140105,1,2,0,1810,2,1,2,842,0,1810,5,1,2,195.54
2008,11,1550,037,11,01,01,140105,1,2,0,130,2,1,7,971,0,130,5,1,7,195.54
2008,11,1550,059,11,01,01,140105,1,2,0,1541,1,1,5,766,0,1541,5,1,5,195.54
2008,11,1550,069,11,01,01,140105,1,2,0,130,2,1,4,971,0,130,5,1,4,195.54
2008,11,1550,092,11,02,02,140105,1,2,9, , , , , ,9, , , , ,195.54
2008,12,1551,007,11,01,01,140105,1,2,0,130,1,1,3, ,3, , , , ,195.54
2008,12,1551,028,11,02,02,140105,1,2,9, , , , , ,9, , , , ,195.54
2008,12,1551,037,11,01,01,140105,1,2,1, , , , ,621,0,121,2,1,2,195.54
2008,12,1551,057,11,01,01,140105,1,2,0,3120,3,1,4, ,3, , , , ,195.54
2008,12,1551,066,11,01,01,140105,1,2,0,130,2,1,2, ,3, , , , ,195.54
2008,12,1551,086,11,02,02,140105,1,2,0,130,2,1,3, ,3, , , , ,195.54
2008,10,1561,032,11,01,01,140101,1,2,1, , , , , ,3, , , , ,406
2008,10,1561,048,11,01,01,140101,1,2,0,130,2,1,2,971,0,130,5,1,2,406
2008,10,1561,064,11,01,01,140101,1,2,0,5259,3,1,2,522,0,5520,1,1,8,406
2008,10,1561,096,11,02,02,140101,1,2,9, , , , , ,9, , , , ,406
2008,10,1561,112,11,01,01,140101,1,2,0,9191,3,5,2000,352,0,8511,3,5,9998,406
2008,10,1561,142,11,01,01,140101,1,2,1, , , , ,942,0,9301,2,1,1,406
2008,11,1562,001,11,01,01,140101,1,2,0,4520,4,1,20,942,0,9301,2,1,1,195.54
2008,11,1562,025,11,01,01,140101,1,2,0,130,2,1,7,971,0,130,5,1,7,195.54
2008,11,1562,037,11,01,01,140101,1,2,0,130,4,1,4,621,0,121,2,1,5,195.54
2008,11,1562,064,11,01,01,140101,1,2,0,1542,4,2,40,842,0,1810,2,1,3,195.54
2008,11,1562,077,11,01,01,140101,1,2,0,5259,2,1,1,942,0,9301,2,1,1,195.54
2008,11,1562,102,11,01,01,140101,1,2,0,113,4,1,2,747,0,1730,2,1,2,195.54
2008,12,1563,011,11,02,02,140101,1,2,1, , , , ,911,0,5259,2,1,1,195.54
2008,12,1563,033,11,01,01,140101,1,2,0,130,2,1,3, ,3, , , , ,195.54
2008,12,1563,046,11,01,01,140101,1,2,0,4520,1,1,4,915,0,5259,2,1,1,195.54
2008,12,1563,072,11,01,01,140101,1,2,0,5252,4,1,20,912,0,5520,2,1,5,195.54
2008,12,1563,084,11,01,01,140101,1,2,0,6210,3,5,501, ,1, , , , ,195.54
2008,12,1563,108,11,02,02,140101,1,2,0,6021,2,1,1, ,3, , , , ,195.54
2008,10,1573,001,11,01,01,140101,1,2,2, , , , ,522,0,5520,2,1,2,406
2008,10,1573,023,11,01,01,140101,1,2,0,130,2,1,4, ,3, , , , ,406
2008,10,1573,035,11,01,01,140101,1,2,0,130,4,1,5, ,3, , , , ,406
2008,10,1573,055,11,02,02,140101,1,2,0,5122,3,6, , ,3, , , , ,406
2008,10,1573,067,11,01,01,140101,1,2,0,5259,2,1,1, ,3, , , , ,406
2008,10,1573,091,11,01,01,140101,1,2,1, , , , ,941,0,9500,6,1,1,406
2008,11,1574,009,11,01,01,140101,1,2,0,111,4,5,4000,621,0,121,2,1,3,406
2008,11,1574,024,11,01,01,140101,1,2,0,130,2,1,4,765,0,1520,2,1,2,406
2008,11,1574,032,11,02,02,140101,1,2,0,111,2,1,6,621,0,121,2,1,10,406
2008,11,1574,049,11,01,01,140101,1,2,0,5233,3,2,25, ,3, , , , ,406
2008,11,1574,075,11,02,02,140101,1,2,9, , , , , ,9, , , , ,406
2008,12,1575,001,11,01,01,140101,1,2,0,3610,1,1,5,771,0,1810,2,1,3,406
2008,12,1575,027,11,01,01,140101,1,2,0,130,2,1,4,971,0,130,5,1,4,406
2008,12,1575,041,11,01,01,140101,1,2,0,4520,2,1,6,917,0,5259,2,1,1,406
2008,12,1575,066,11,01,01,140101,1,2,0,130,2,1,4, ,3, , , , ,406
2008,12,1575,080,11,02,02,140101,1,2,0,111,4,1,6, ,1, , , , ,406
2008,12,1575,107,11,02,02,140101,1,2,0,130,2,1,4, ,1, , , , ,406
2008,10,1585,008,11,01,01,140105,1,2,1, , , , ,615,0,130,2,1,4,406
2008,10,1585,022,11,01,01,140105,1,2,1, , , , ,942,0,9301,2,1,1,406
2008,10,1585,033,11,01,01,140105,1,2,2, , , , ,911,0,5259,2,1,1,406
2008,10,1585,043,11,01,01,140105,1,2,0,1542,4,5,4000, ,1, , , , ,406
2008,10,1585,082,11,01,01,140105,1,2,0,130,2,1,6,971,0,130,5,1,6,406
2008,10,1585,108,11,01,01,140105,1,2,0,130,2,1,5,911,0,5259,2,1,1,406
2008,11,1586,010,11,01,01,140105,1,2,0,130,2,1,7,971,0,130,5,1,7,406
2008,11,1586,040,11,01,01,140105,1,2,0,130,2,1,3,621,0,121,2,1,2,406
2008,11,1586,052,11,01,01,140105,1,2,0,130,2,1,6,621,0,121,2,1,6,406
2008,11,1586,083,11,02,02,140105,1,2,9, , , , , ,9, , , , ,406
2008,11,1586,094,11,02,02,140105,1,2,0,2693,1,1,3,942,0,9301,2,1,1,406
2008,11,1586,114,11,01,01,140105,1,2,0,3610,1,1,5, ,3, , , , ,406
2008,11,1592,013,11,01,01,140120,1,4,0,1542,4,5,1000,621,0,122,2,1,4,500.15
2008,11,1592,029,11,01,01,140120,1,4,0,1542,3,5,4000, ,3, , , , ,500.15
2008,11,1592,054,11,01,01,140120,1,4,0,130,2,1,8,971,0,130,5,1,8,500.15
2008,11,1592,079,13,02,02,140120,1,4,0,111,4,1,10,767,0,1552,2,1,2,500.15
2008,11,1592,079,23,02,02,140120,1,4,0,4520,1,1,4, ,3, , , , ,500.15
2008,11,1592,079,33,02,02,140120,1,4,0,4520,1,1,4, ,3, , , , ,500.15
2008,11,1592,092,11,01,01,140120,1,4,0,111,4,1,10, ,3, , , , ,500.15
2008,10,1597,010,11,01,01,140201,1,4,1, , , , , ,3, , , , ,240.89
2008,10,1597,027,11,01,01,140201,1,4,0,111,4,6, , ,3, , , , ,240.89
2008,10,1597,034,11,01,01,140201,1,4,0,111,4,6, ,522,0,5520,2,1,1,240.89
2008,10,1597,053,11,02,02,140201,1,4,0,5259,2,1,1, ,3, , , , ,240.89
2008,10,1597,062,11,01,00,140201,1,4, , , , , , , , , , , ,240.89
2008,12,1598,002,11,02,02,140201,1,4,0,5020,2,1,3, ,3, , , , ,240.89
2008,12,1598,016,11,01,01,140201,1,4,0,4010,3,6, , ,3, , , , ,240.89
2008,12,1598,030,11,01,01,140201,1,4,0,6021,1,1,7,247,0,8021,3,5,9998,240.89
2008,12,1598,069,11,01,01,140201,1,4,1, , , , ,942,0,9301,2,1,1,240.89
2008,12,1598,107,11,02,02,140201,1,4,0,130,2,1,6,774,0,1721,2,1,2,240.89
2008,10,1605,005,11,01,01,140301,1,4,0,130,2,1,4, ,3, , , , ,194.85
2008,10,1605,025,11,01,01,140301,1,4,0,5259,2,1,1,771,0,1810,2,1,1,194.85
2008,10,1605,037,11,01,01,140301,1,4,2, , , , ,971,0,111,4,1,12,194.85
2008,10,1605,058,11,01,01,140301,1,4,0,111,4,1,6,941,0,9500,6,1,1,194.85
2008,10,1605,068,11,01,01,140301,1,4,0,130,2,1,2,767,0,5259,2,1,1,194.85
2008,10,1605,088,11,01,01,140301,1,4,0,130,2,1,2,971,0,130,5,1,2,194.85
2008,11,1606,011,11,02,02,140301,1,4,2, , , , , ,2, , , , ,404.55
2008,11,1606,021,11,01,01,140301,1,4,0,111,2,1,3,621,0,122,2,1,2,404.55
2008,11,1606,045,11,01,01,140301,1,4,0,111,3,6, , ,3, , , , ,404.55
2008,11,1606,068,11,02,02,140301,1,4,0,130,2,1,3, ,3, , , , ,404.55
2008,11,1606,079,11,01,01,140301,1,4,0,3699,2,1,1, ,3, , , , ,404.55
2008,12,1608,001,11,02,02,140104,1,5,0,6023,3,5,5000,941,0,9500,6,1,1,683.24
2008,12,1608,010,11,02,02,140104,1,5,0,4520,2,1,6, ,3, , , , ,683.24
2008,12,1608,018,11,01,01,140104,1,5,0,7523,3,5,3000, ,3, , , , ,683.24
2008,12,1608,026,11,02,02,140104,1,5,0,500,3,4,280, ,3, , , , ,683.24
2008,12,1608,046,11,01,01,140104,1,5,0,6010,3,4,300, ,3, , , , ,683.24
2008,12,1608,074,11,01,01,140104,1,5,0,6601,3,1,20,771,0,1810,2,1,1,683.24
2008,11,1613,010,11,01,01,140116,1,5,0,111,4,4,200,621,0,121,2,1,5,455.49
2008,11,1613,039,11,01,01,140116,1,5,0,1542,3,5,3000,522,0,5520,2,1,3,455.49
2008,11,1613,052,11,01,01,140116,1,5,0,130,2,1,4,971,0,130,5,1,4,455.49
2008,11,1613,084,11,01,01,140116,1,5,0,1542,4,5,500,911,0,5259,2,1,1,455.49
2008,11,1613,098,12,01,01,140116,1,5,0,1542,4,5,5000,971,0,130,5,1,6,455.49
2008,11,1613,098,22,01,01,140116,1,5,0,1542,4,5,5000, ,3, , , , ,455.49
2008,11,1613,124,11,01,01,140116,1,5,0,130,2,1,4,971,0,130,5,1,4,455.49
2008,12,1617,004,11,01,01,140117,1,5,0,140,3,5,6000, ,3, , , , ,341.62
2008,12,1617,028,11,01,01,140117,1,5,0,4520,2,1,2, ,1, , , , ,341.62
2008,12,1617,042,11,02,02,140117,1,5,0,1542,3,5,5000, ,3, , , , ,341.62
2008,12,1617,067,11,01,01,140117,1,5,0,1542,4,4,400, ,3, , , , ,341.62
2008,12,1617,078,11,02,02,140117,1,5,0,140,4,4,120,971,0,130,5,1,9,341.62
2008,12,1617,105,11,02,02,140117,1,5,0,1542,3,6, , ,3, , , , ,341.62
2008,10,1620,003,11,02,02,140311,1,5,9, , , , , ,9, , , , ,945.71
2008,10,1620,019,11,02,02,140311,1,5,9, , , , , ,9, , , , ,945.71
2008,10,1620,049,11,01,01,140311,1,5,0,3610,2,1,1,574,0,5252,2,1,1,945.71
2008,10,1620,060,11,01,01,140311,1,5,0,500,1,1,10,914,0,5259,2,1,3,945.71
2008,10,1632,010,11,01,01,140301,1,7,0,130,2,1,5,914,0,5259,2,1,1,275.41
2008,10,1632,011,11,02,02,140301,1,7,0,130,2,1,7,971,0,130,5,1,7,275.41
2008,10,1632,012,11,01,01,140301,1,7,0,111,4,2,50, ,3, , , , ,275.41
2008,10,1632,013,11,01,01,140301,1,7,0,130,3,5,600, ,3, , , , ,275.41
2008,10,1632,052,11,01,01,140301,1,7,0,130,2,1,4,971,0,130,5,1,4,275.41
2008,10,1632,057,11,01,01,140301,1,7,0,111,4,2,50, ,3, , , , ,275.41
2008,10,1632,058,11,01,01,140301,1,7,0,5259,2,1,1, ,3, , , , ,275.41
2008,10,1632,059,11,02,02,140301,1,7,0,5259,2,1,2,572,0,5211,2,1,3,275.41
2008,11,1633,018,11,02,02,140306,1,7,0,130,2,1,6,971,0,130,5,1,6,275.41
2008,11,1633,019,11,02,02,140306,1,7,9, , , , , ,9, , , , ,275.41
2008,11,1633,020,11,02,02,140306,1,7,0,111,4,1,8,971,0,130,5,1,7,275.41
2008,11,1633,021,12,01,01,140306,1,7,0,7491,1,2,30, ,2, , , , ,275.41
2008,11,1633,021,22,01,01,140306,1,7,0,7491,1,1,18,971,0,130,5,1,4,275.41
2008,11,1633,071,11,01,01,140306,1,7,0,130,2,1,7,971,0,130,5,1,7,275.41
2008,11,1633,072,11,02,02,140306,1,7,0,130,2,1,7,971,0,130,5,1,7,275.41
2008,11,1633,073,11,02,02,140306,1,7,0,130,2,1,5,971,0,130,5,1,5,275.41
2008,11,1633,074,11,02,02,140306,1,7,0,7491,1,2,22,971,0,130,5,1,4,275.41
2008,12,1634,005,11,01,01,140306,1,7,1, , , , ,767,0,1552,2,1,3,275.41
2008,12,1634,006,11,02,02,140306,1,7,0,140,1,1,10,621,0,121,2,1,3,275.41
2008,12,1634,007,11,02,02,140306,1,7,0,111,4,1,20,621,0,121,2,1,3,275.41
2008,12,1634,008,11,01,01,140306,1,7,0,8519,2,1,1,621,0,121,2,1,3,275.41
2008,12,1634,059,11,01,01,140306,1,7,0,130,2,1,2, ,3, , , , ,275.41
2008,12,1634,060,11,02,02,140306,1,7,0,111,4,6, ,623,0,122,2,1,2,275.41
2008,12,1634,061,11,01,01,140306,1,7,1, , , , ,744,0,1721,2,1,2,275.41
2008,12,1634,062,12,01,01,140306,1,7,0,130,2,1,2,767,0,1552,2,1,3,275.41
2008,12,1634,062,22,01,01,140306,1,7,1, , , , ,767,0,1552,2,1,2,275.41
2008,10,1644,026,11,01,01,140120,1,8,0,130,2,1,4,941,0,9500,6,1,1,275.41
2008,10,1644,027,11,01,01,140120,1,8,0,111,4,5,1000, ,3, , , , ,275.41
2008,10,1644,028,11,01,01,140120,1,8,0,111,4,5,2500, ,3, , , , ,275.41
2008,10,1644,029,11,01,01,140120,1,8,0,111,4,5,3000, ,3, , , , ,275.41
2008,10,1644,073,11,01,01,140120,1,8,0,111,4,5,1000, ,3, , , , ,275.41
2008,10,1644,074,11,01,01,140120,1,8,0,111,4,5,1500,971,0,130,5,1,10,275.41
2008,10,1644,075,11,01,01,140120,1,8,0,111,4,5,5000,621,0,121,2,1,3,275.41
2008,10,1644,076,12,01,01,140120,1,8,0,111,4,5,2000,615,0,130,5,1,6,275.41
2008,10,1644,076,22,01,01,140120,1,8,0,111,4,5,2000,971,0,130,5,1,6,275.41
2008,11,1645,023,11,01,01,140305,1,8,0,130,2,1,3,771,0,1810,2,1,1,275.41
2008,11,1645,024,11,01,01,140305,1,8,0,5259,2,1,1,621,0,121,1,1,3,275.41
2008,11,1645,025,11,02,02,140305,1,8,0,111,3,1,9, ,3, , , , ,275.41
2008,11,1645,026,11,01,01,140305,1,8,0,111,4,1,5,621,0,122,2,1,5,275.41
2008,11,1645,095,11,01,01,140305,1,8,0,130,1,1,4, ,3, , , , ,275.41
2008,11,1645,096,11,01,01,140305,1,8,0,130,2,1,3,621,0,122,2,1,2,275.41
2008,11,1645,097,11,01,01,140305,1,8,0,130,2,1,2,621,0,122,2,1,3,275.41
2008,11,1645,098,11,01,01,140305,1,8,0,130,4,1,6,621,0,121,2,1,5,275.41
2008,12,1646,017,11,02,02,140308,1,8,0,130,2,1,5,971,0,130,5,1,5,275.41
2008,12,1646,018,11,01,01,140308,1,8,0,5139,2,1,1,971,0,130,5,1,6,275.41
2008,12,1646,019,11,02,02,140308,1,8,0,130,2,1,8,971,0,130,5,1,8,275.41
2008,12,1646,052,11,02,02,140308,1,8,0,2010,4,1,3,623,0,122,2,1,5,275.41
2008,12,1646,054,11,01,01,140308,1,8,1, , , , , ,3, , , , ,275.41
2008,12,1646,055,11,01,01,140308,1,8,0,200,4,6, ,623,0,122,2,1,4,275.41
2008,12,1646,057,11,01,01,140308,1,8,1, , , , ,941,0,9500,6,1,1,275.41
2008,12,1646,059,11,01,01,140308,1,8,0,130,2,1,4,971,0,130,5,1,4,275.41
2008,12,1649,025,11,01,01,140203,4,7,0,130,2,1,6,971,0,130,5,1,6,317.81
2008,12,1649,026,11,01,01,140203,4,7,0,130,2,1,8,971,0,130,5,1,8,317.81
2008,12,1649,028,11,01,01,140203,4,7,1, , , , , ,1, , , , ,317.81
2008,12,1649,118,11,01,01,140203,4,7,1, , , , ,744,0,1721,2,1,1,317.81
2008,12,1649,119,11,01,01,140203,4,7,0,130,2,1,4,971,0,130,5,1,4,317.81
2008,12,1649,120,11,01,01,140203,4,7,0,130,2,1,3,971,0,130,5,1,3,317.81
2008,12,1649,121,11,01,01,140203,4,7,0,130,2,1,3,971,0,130,5,1,3,317.81
2008,10,1650,013,11,01,00,070101,8,1, , , , , , , , , , , ,397.68
2008,10,1650,030,12,01,01,070101,8,1,0,500,3,2,23, ,3, , , , ,397.68
2008,10,1650,030,22,01,01,070101,8,1,0,6511,3,5,9998, ,3, , , , ,397.68
2008,10,1650,060,11,01,01,070101,8,1,0,1552,1,1,2, ,3, , , , ,397.68
2008,10,1650,092,11,01,01,070101,8,1,0,5260,2,1,2, ,3, , , , ,397.68
2008,10,1650,109,11,01,01,070101,8,1,0,111,2,1,1, ,3, , , , ,397.68
2008,11,1651,027,11,02,02,070101,8,1,0,7512,3,5,9998, ,3, , , , ,397.68
2008,11,1651,036,11,01,01,070101,8,1,2, , , , ,522,0,5520,3,6, ,397.68
2008,11,1651,049,11,02,02,070101,8,1,0,5260,2,1,1, ,3, , , , ,397.68
2008,11,1651,058,11,01,01,070101,8,1,0,111,3,2,30,917,0,5259,2,1,1,397.68
2008,11,1651,067,11,01,01,070101,8,1,1, , , , ,771,0,1810,2,1,1,397.68
2008,11,1651,086,11,01,01,070101,8,1,0,6023,1,1,3, ,3, , , , ,397.68
2008,11,1653,013,11,01,01,070101,8,1,1, , , , ,364,0,9301,1,1,3,1249.34
2008,11,1653,049,11,01,01,070101,8,1,0,7511,3,6, , ,3, , , , ,1249.34
2008,11,1653,066,11,01,01,070101,8,1,0,6023,1,1,3, ,3, , , , ,1249.34
2008,11,1653,118,11,01,00,070101,8,1, , , , , , , , , , , ,1249.34
2008,11,1653,154,11,01,01,070101,8,1,0,1711,4,6, , ,3, , , , ,1249.34
2008,10,1663,003,11,01,01,070101,8,1,0,130,2,1,2,971,0,130,5,1,2,429.41
2008,10,1663,052,11,01,01,070101,8,1,0,130,2,1,4,971,0,130,5,1,4,429.41
2008,10,1663,062,11,02,02,070101,8,1,0,2695,4,2,30, ,3, , , , ,429.41
2008,10,1663,085,11,01,01,070101,8,1,0,130,2,1,3,971,0,130,5,1,3,429.41
2008,10,1663,097,12,01,01,070101,8,1,0,1512,4,4,200,572,0,5211,2,1,3,429.41
2008,10,1663,097,22,02,02,070101,8,1,0,111,4,5,2000, ,3, , , , ,429.41
2008,11,1664,004,11,02,02,070101,8,1,0,111,2,1,2, ,3, , , , ,429.41
2008,11,1664,026,11,02,02,070101,8,1,0,4520,1,3,51, ,3, , , , ,429.41
2008,11,1664,035,11,02,02,070101,8,1,0,121,2,1,2,971,0,121,5,1,2,429.41
2008,11,1664,058,11,01,01,070101,8,1,0,111,2,1,1, ,3, , , , ,429.41
2008,11,1664,078,11,01,01,070101,8,1,0,3610,4,1,4,574,0,5252,2,1,1,429.41
2008,11,1664,087,11,02,02,070101,8,1,0,6021,2,1,2, ,3, , , , ,429.41
2008,12,1665,020,11,02,02,070101,8,1,0,5143,3,1,3,945,0,5520,3,1,5,429.41
2008,12,1665,031,11,02,02,070101,8,1,0,5520,3,1,8, ,3, , , , ,429.41
2008,12,1665,052,11,02,02,070101,8,1,0,5252,2,1,4,572,0,5252,2,1,1,429.41
2008,12,1665,074,11,01,01,070101,8,1,0,7522,3,6, , ,3, , , , ,429.41
2008,12,1665,095,11,01,01,070101,8,1,0,4520,4,6, ,771,0,1810,2,1,1,429.41
2008,10,1675,005,11,02,02,070101,8,1,9, , , , , ,9, , , , ,429.41
2008,10,1675,028,11,01,01,070101,8,1,2, , , , ,615,0,130,1,1,6,429.41
2008,10,1675,040,11,01,01,070101,8,1,0,6301,2,1,1, ,3, , , , ,429.41
2008,10,1675,099,12,02,02,070101,8,1,0,130,2,1,8,971,0,130,5,1,8,429.41
2008,10,1675,099,22,01,01,070101,8,1,2, , , , , ,3, , , , ,429.41
2008,11,1676,008,11,01,01,070101,8,1,0,5020,1,1,3,942,0,9309,2,1,1,429.41
2008,11,1676,020,11,02,02,070101,8,1,1, , , , , ,3, , , , ,429.41
2008,11,1676,033,11,01,01,070101,8,1,0,112,2,1,4,942,0,9301,6,1,1,429.41
2008,11,1676,045,11,01,01,070101,8,1,0,1320,4,4,300,5740,0,5252,2,1,2,429.41
2008,11,1676,069,11,01,01,070101,8,1,0,111,2,1,4, ,3, , , , ,429.41
2008,11,1676,107,11,02,02,070101,8,1,0,2693,4,6, , ,3, , , , ,429.41
2008,12,1677,007,11,01,01,070101,8,1,0,8021,3,6, , ,3, , , , ,429.41
2008,12,1677,025,11,01,01,070101,8,1,0,500,2,1,1,912,0,5520,2,1,1,429.41
2008,12,1677,033,11,01,01,070101,8,1,0,1320,4,6, , ,3, , , , ,429.41
2008,12,1689,002,11,01,01,070101,8,1,0,130,2,1,8,971,0,130,5,1,8,429.41
2008,12,1689,028,11,01,01,070101,8,1,0,2720,4,1,6,522,0,5520,2,1,1,429.41
2008,12,1689,042,11,02,02,070101,8,1,1, , , , ,615,0,130,1,1,5,429.41
2008,12,1689,068,11,02,02,070101,8,1,0,4520,4,1,20, ,3, , , , ,429.41
2008,12,1689,081,11,01,01,070101,8,1,0,130,2,1,4,971,0,130,5,1,4,429.41
2008,12,1689,108,11,01,01,070101,8,1,1, , , , ,771,0,1810,4,6, ,429.41
2008,12,1695,015,11,01,01,070101,8,1,0,2930,4,5,1000, ,3, , , , ,312.09
2008,12,1695,050,11,01,01,070101,8,1,0,5122,1,1,5,571,0,5122,5,1,5,312.09
2008,12,1695,070,11,01,01,070101,8,1,0,1543,2,1,5,766,0,1543,5,1,5,312.09
2008,12,1695,118,11,01,01,070101,8,1,0,1110,3,6, , ,3, , , , ,312.09
2008,12,1695,135,11,01,01,070101,8,1,0,6301,4,5,600,77,0,1810,2,1,1,312.09
2008,12,1695,180,11,02,02,070101,8,1,0,130,1,1,5,971,0,130,5,1,5,312.09
2008,11,1700,006,11,01,01,070102,8,1,0,500,4,1,18, ,3, , , , ,397.68
2008,11,1700,025,11,01,01,070102,8,1,2, , , , , ,3, , , , ,397.68
2008,11,1700,034,11,02,02,070102,8,1,9, , , , , ,9, , , , ,397.68
2008,11,1700,054,11,01,01,070102,8,1,1, , , , , ,3, , , , ,397.68
2008,11,1700,063,12,01,01,070102,8,1,0,130,2,1,3, ,3, , , , ,397.68
2008,11,1700,063,22,01,01,070102,8,1,2, , , , ,522,0,5520,3,6, ,397.68
2008,11,1700,082,11,01,01,070102,8,1,0,500,4,6, , ,3, , , , ,397.68
2008,12,1701,010,12,01,01,070102,8,1,0,9214,2,1,1,945,0,500,4,5,1500,397.68
2008,12,1701,010,22,01,01,070102,8,1,0,500,4,1,15, ,3, , , , ,397.68
2008,12,1701,036,11,02,02,070102,8,1,0,5122,4,6, , ,3, , , , ,397.68
2008,12,1701,049,11,02,02,070102,8,1,0,6021,4,1,2,364,0,5520,1,1,4,397.68
2008,12,1701,074,11,01,01,070102,8,1,1, , , , , ,1, , , , ,397.68
2008,12,1701,088,11,02,02,070102,8,1,0,500,1,1,10, ,3, , , , ,397.68
2008,12,1701,117,11,01,01,070102,8,1,0,9241,3,6, ,574,0,5252,2,1,1,397.68
2008,11,1704,005,11,01,01,070103,8,1,0,5020,1,1,3, ,3, , , , ,429.41
2008,11,1704,030,11,01,01,070103,8,1,0,7511,4,6, , ,3, , , , ,429.41
2008,11,1704,042,11,01,01,070103,8,1,0,1541,4,6, , ,3, , , , ,429.41
2008,11,1704,066,11,01,01,070103,8,1,0,111,2,1,1, ,3, , , , ,429.41
2008,11,1704,102,11,01,01,070103,8,1,0,111,2,1,5,574,0,5211,2,1,1,429.41
2008,10,1706,008,12,01,01,070103,8,1,1, , , , ,615,0,130,2,1,6,312.09
2008,10,1706,022,11,01,01,070103,8,1,0,2693,4,6, ,941,0,9500,6,1,2,312.09
2008,10,1706,035,11,01,01,070103,8,1,1, , , , ,522,0,9301,2,1,1,312.09
2008,10,1706,049,11,01,01,070103,8,1,1, , , , , ,1, , , , ,312.09
2008,10,1706,077,11,01,01,070103,8,1,1, , , , ,911,0,5259,2,1,2,312.09
2008,10,1706,091,11,01,01,070103,8,1,2, , , , ,941,0,9500,6,1,1,312.09
2008,10,1709,014,11,01,01,070104,8,1,0,5020,4,6, , ,3, , , , ,397.68
2008,10,1709,059,11,01,01,070104,8,1,1, , , , ,911,0,5259,2,1,1,397.68
2008,10,1709,102,11,01,01,070104,8,1,1, , , , ,572,0,5220,2,1,6,397.68
2008,10,1709,136,12,02,02,070104,8,1,1, , , , ,771,0,1810,4,6, ,397.68
2008,10,1709,136,22,01,01,070104,8,1,0,7511,3,5,9998, ,3, , , , ,397.68
2008,12,1711,002,11,02,02,070104,8,1,0,113,3,1,15,771,0,1810,1,1,6,387.64
2008,12,1711,023,12,02,02,070104,8,1,9, , , , , ,9, , , , ,387.64
2008,12,1711,033,11,01,01,070104,8,1,0,0,1,1,3, ,3, , , , ,387.64
2008,12,1711,056,11,01,01,070104,8,1,0,5143,3,4,300,243,0,8010,3,5,9998,387.64
2008,12,1711,070,11,01,00,070104,8,1, , , , , , , , , , , ,387.64
2008,10,1721,013,11,02,02,070106,8,1,9, , , , , ,9, , , , ,429.41
2008,10,1721,024,11,01,01,070106,8,1,1, , , , , ,1, , , , ,429.41
2008,10,1721,035,11,01,01,070106,8,1,0,5211,2,1,2,574,0,5252,5,1,2,429.41
2008,10,1721,056,11,01,01,070106,8,1,1, , , , , ,1, , , , ,429.41
2008,10,1721,088,11,01,01,070106,8,1,0,6021,4,1,2, ,3, , , , ,429.41
2008,12,1723,001,11,01,01,070106,8,1,0,130,2,1,4, ,3, , , , ,429.41
2008,12,1723,013,11,02,02,070106,8,1,0,4520,1,1,4, ,3, , , , ,429.41
2008,12,1723,024,11,01,01,070106,8,1,0,4520,3,4,300, ,3, , , , ,429.41
2008,12,1723,034,11,01,01,070106,8,1,0,0,1,1,6,0,0,130,5,1,6,429.41
